Donor,molecule,interacting halogen,ortho,meta,para,V$_{S}$$_{max}$,V$_{max}$(r),R$^{donor}_{C-X}$,k$^{a}$$^{donor}$$_{C-X}$,$\mu^{donor}_{C-X}$,R$^{donor}_{C\equiv C}$,k$^{a}$$^{donor}$$_{C\equiv C}$,$\mu^{donor}_{C\equiv C}$,Complex Symmetry,R$^{complex}_{C-X}$,$\Delta$R$_{C-X}$,k$^{a}$$^{complex}$$_{C-X}$,$\Delta$k$^{a}_{C-X}$,$\mu^{complex}_{C-X}$,R$^{complex}_{C\equiv C}$,$\Delta$R$_{C\equiv C}$,k$^{a}$$^{complex}$$_{C\equiv C}$,$\Delta$k$^{a}_{C\equiv C}$,$\mu^{complex}_{C\equiv C}$,R$_{X\cdots N}$,k$^{a}_{X\cdots N}$,$\mu_{X\cdots N}$,$\rho^{BCP}$,G(r)$^{BCP}$,K(r)$^{BCP}$,V(r)$^{BCP}$,$\nabla^{2} \rho^{BCP}$,H(r)$^{BCP}$,RDG,sign$\lambda_{2}* \rho$,E$_{int}$,E$_{bind}$,E$^{CP}_{int}$,E$^{CP}_{bind}$,E$^{donor}_{def}$,E$^{NH_3}_{def}$,E(2),$\Delta \rho$
opp_H_3-5-OHBABr,c1c(O)cc(O)cc1(C#C(Br)),Br,H,OH,H,26.1,1.998554305,1.7991,4.504,-4.182,1.2115,17.17,2.334,C1,1.8099,0.0108,4.163,-0.341,-2.91,1.2128,0.0013,17.041,-0.129,2.972,2.9352,0.168,-11.069,0.0164,0.012,-0.00142,-0.0106,0.0536,0.00142,2.18E-06,-0.0164,-5,-4.958747991,-4.57,-4.524091342,0.044767783,0.001140875,5.91,-0.02224
opp_H_3-5-SHBABr,c1c(S)cc(S)cc1(C#C(Br)),Br,H,SH,H,28.6,1.996115341,1.7984,4.51,-4.673,1.2116,17.164,2.706,C1,1.8095,0.0111,4.154,-0.356,-3.374,1.2129,0.0013,17.031,-0.133,3.414,2.9263,0.169,-11.259,0.0167,0.0122,-0.00143,-0.0108,0.0545,0.00143,1.95E-07,-0.0167,-5.28,-5.229584856,-4.82,-4.773121275,0.046121948,0.000756776,6.1,-0.02317
2-3-4-5-6-BH2BAI,c1(B)c(B)c(B)c(B)c(B)c1(C#C(I)),I,BH2,BH2,BH2,37.5,2.140446871,1.9959,3.612,-4.845,1.2143,16.828,5.149,C1,2.0188,0.0229,3.127,-0.485,-2.871,1.2163,0.002,16.62,-0.208,6.166,2.9352,0.194,15.205,0.0201,0.014,-0.000953,-0.013,0.0597,0.000953,6.34E-10,-0.0201,-7.94,-7.786711733,-7.37,-7.220585031,0.149332828,8.21E-05,,-0.04093
2-3-4-5-6-ClBAI,c1(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1(C#C(I)),I,Cl,Cl,Cl,39.4,2.137437649,1.9959,3.614,-3.878,1.2126,17.006,3.615,C1,2.0203,0.0244,3.096,-0.518,-1.475,1.2146,0.002,16.814,-0.192,4.305,2.9243,0.199,-15.209,0.02048602,0.014261453,-0.000918377,-0.013343076,0.060719366,0.000918377,9.79E-07,-0.02048602,-8.27,-8.108083884,-7.69,-7.528111962,0.15954429,0.002343748,2.77,-0.04301
2-3-4-5-6-CNBAI,c1(C#N)c(C#N)c(C#N)c(C#N)c(C#N)c1(C#C(I)),I,CN,CN,CN,51.8,2.12263088,1.991,3.601,-10.798,1.2138,16.841,9.103,C1,2.0214,0.0304,2.918,-0.683,-8.42,1.2167,0.0029,16.555,-0.286,10.289,2.855,0.237,-16.034,0.02351965,0.016293907,-0.000633779,-0.015660128,0.067710837,0.000633779,2.40E-07,-0.02351965,-10.51,-10.25376477,-9.88,-9.62740515,0.250984975,0.001609876,NAN,-0.05545
2-3-4-5-6-FBAI,c1(F)c(F)c(F)c(F)c(F)c1(C#C(I)),I,F,F,F,40.1,2.135710482,1.9967,3.607,-3.059,1.2124,17.06,2.634,C1,2.0216,0.0249,3.082,-0.525,-0.545,1.2143,0.0019,16.871,-0.189,3.159,2.9202,0.201,-14.77,0.020642217,0.014371515,-0.00090781,-0.013463704,0.061117346,0.00090781,1.93E-06,-0.020642217,-8.38,-8.209062713,-7.81,-7.640367177,0.167181081,0.002451742,10.59,-0.04378
2-3-4-5-6-NH2BAI,c1(N)c(N)c(N)c(N)c(N)c1(C#C(I)),I,NH2,NH2,NH2,32.5,2.147042032,2.0014,3.598,3.699,1.2175,16.542,-3.208,C1,2.023,0.0216,3.164,-0.434,6.102,1.2187,0.0012,16.438,-0.104,-2.755,2.9651,0.18,-14.906,0.0189,0.0132,-0.00101,-0.0122,0.0568,0.00101,4.88E-07,-0.0189,-7.13,-6.992398348,-6.6,-6.463323097,0.133495743,0.003181159,9.28,-0.03736
2-3-4-5-6-OHBAI,c1(O)c(O)c(O)c(O)c(O)c1(C#C(I)),I,OH,OH,OH,41,2.137378453,2.0007,3.586,2.009,1.2181,16.508,-2.193,C1,2.0257,0.025,3.07,-0.516,4.738,1.2196,0.0015,16.378,-0.13,-1.794,2.9228,0.199,-15.119,0.0205,0.0143,-0.000911,-0.0134,0.0608,0.000911,7.71E-07,-0.0205,-8.35,-8.168240082,-7.8,-7.623203654,0.174763278,0.002033068,10.6,-0.04377
2-3-4-5-6-SHBAI,c1(S)c(S)c(S)c(S)c(S)c1(C#C(I)),I,SH,SH,SH,41.4,2.135786657,1.9994,3.593,-0.341,1.2165,16.622,0.265,C1,2.0246,0.0252,3.066,-0.527,2.442,1.2182,0.0017,16.467,-0.155,0.767,2.9164,0.203,-15.717,0.0208,0.0145,-0.000892,-0.0136,0.0615,0.000892,3.24E-06,-0.0208,-8.52,-8.342408482,-7.95,-7.77448371,0.173569128,0.001947162,,-0.04469
2-3-5-6-BH2BAI,c1(B)c(B)cc(B)c(B)c1(C#C(I)),I,BH2,BH2,H,37.2,2.140055648,1.9993,3.593,-1.034,1.2157,16.747,1.04,C1,2.0228,0.0235,3.103,-0.49,1.454,1.2175,0.0018,16.574,-0.173,1.512,2.9349,0.192,-14.967,0.0201,0.014,-0.000948,-0.013,0.0597,0.000948,1.18E-06,-0.0201,-7.94,-7.779333539,-7.38,-7.218573432,0.15872288,0.002703687,10.21,-0.04174
2-3-5-6-ClBAI,c1(Cl)c(Cl)cc(Cl)c(Cl)c1(C#C(I)),I,Cl,Cl,H,38.7,2.137119832,1.9959,3.615,-3.834,1.2126,17.012,3.631,C1,2.02,0.0241,3.105,-0.51,-1.452,1.2146,0.002,16.819,-0.193,4.26,2.9274,0.197,-14.984,0.020358925,0.014175494,-0.000928855,-0.013246638,0.06041744,0.000928855,1.49E-07,-0.020358925,-8.17,-8.013304849,-7.6,-7.441142268,0.156375368,0.002482365,10.39,-0.04264
2-3-5-6-CN-4-CF3BAI,c1(C#N)c(C#N)c(C(F)(F)F)c(C#N)c(C#N)c1(C#C(I)),I,CN,CN,CF3,50.1,2.123841087,1.9915,3.6,-9.842,1.2135,16.883,8.355,C1,2.0214,0.0299,2.934,-0.666,-7.39,1.2162,0.0027,16.608,-0.275,9.384,2.8611,0.235,-15.782,0.023227361,0.016105584,-0.000667452,-0.015438132,0.067092227,0.000667452,7.61E-07,-0.023227361,-10.27,-10.02896576,-9.65,-9.404110214,0.244107471,0.001782315,50.05,-0.05443
2-3-5-6-CN-4-NO2BAI,c1(C#N)c(C#N)c(N(=O)=O)c(C#N)c(C#N)c1(C#C(I)),I,CN,CN,NO2,51.8,2.122504088,1.991,3.599,-10.607,1.2137,16.856,8.946,C1,2.0216,0.0306,2.914,-0.685,-8.221,1.2166,0.0029,16.569,-0.287,10.098,2.8541,0.237,-15.931,0.023560765,0.016322134,-0.000629019,-0.015693115,0.067804702,0.000629019,6.70E-07,-0.023560765,-10.53,-10.27791761,-9.91,-9.652958994,0.255415192,0.001625814,76.03,-0.05582
2-3-5-6-CNBAI,c1(C#N)c(C#N)cc(C#N)c(C#N)c1(C#C(I)),I,CN,CN,H,47.7,2.125208942,1.9924,3.602,-8.47,1.2133,16.92,7.242,C1,2.0213,0.0289,2.965,-0.637,-5.962,1.2158,0.0025,16.663,-0.257,8.124,2.8719,0.23,-15.556,0.022721507,0.01577556,-0.000723438,-0.015052121,0.065996069,0.000723438,1.60E-06,-0.022721507,-9.88,-9.655877481,-9.27,-9.042637871,0.225398275,0.001963854,12.38,-0.0523
2-3-5-6-F-4-CF3BAI,c1(F)c(F)c(C(F)(F)F)c(F)c(F)c1(C#C(I)),I,F,F,CF3,42.8,2.132654504,1.9958,3.605,-4.771,1.2124,17.049,4.181,C1,2.0216,0.0258,3.053,-0.552,-2.29,1.2145,0.0021,16.84,-0.209,4.864,2.9077,0.209,-15.046,0.021160249,0.014720459,-0.000867243,-0.013853216,0.062350864,0.000867243,2.14E-06,-0.021160249,-8.78,-8.595752892,-8.2,-8.016026012,0.181889904,0.002084085,11.02,-0.04588
2-3-5-6-F-4-NO2BAI,c1(F)c(F)c(N(=O)=O)c(F)c(F)c1(C#C(I)),I,F,F,NO2,44.6,2.131417716,1.9954,3.604,-5.523,1.2126,17.035,4.784,C1,2.0219,0.0265,3.034,-0.57,-3.089,1.2147,0.0021,16.816,-0.219,5.594,2.8996,0.214,-15.234,0.021505967,0.014951642,-0.000836752,-0.01411489,0.063153632,0.000836752,3.55E-07,-0.021505967,-9.05,-8.852071697,-8.46,-8.265350569,0.192770919,0.001878512,11.31,-0.04729
2-3-5-6-FBAI,c1(F)c(F)cc(F)c(F)c1(C#C(I)),I,F,F,H,39,2.136273982,1.9966,3.609,-3.311,1.2124,17.06,2.962,C1,2.021,0.0244,3.093,-0.516,-0.862,1.2143,0.0019,16.869,-0.191,3.511,2.9245,0.199,-14.712,0.020468148,0.014251626,-0.000921176,-0.01333045,0.060691251,0.000921176,8.62E-07,-0.020468148,-8.24,-8.074305048,-7.68,-7.515962742,0.161439369,0.002597889,10.44,-0.04307
2-3-5-6-NH2BAI,c1(N)c(N)cc(N)c(N)c1(C#C(I)),I,NH2,NH2,H,33.3,2.144907364,2.0011,3.597,2.012,1.2168,16.634,-1.644,C1,2.023,0.0219,3.153,-0.444,4.462,1.2181,0.0013,16.513,-0.121,-1.25,2.9593,0.182,-14.735,0.0191,0.0133,-0.001,-0.0123,0.0573,0.001,1.51E-06,-0.0191,-7.28,-7.139875631,-6.75,-6.609064127,0.137804851,0.003131021,9.45,-0.03816
2-3-5-6-OHBAI,c1(O)c(O)cc(O)c(O)c1(C#C(I)),I,OH,OH,H,42.5,2.13510132,2.0005,3.582,0.442,1.2173,16.607,-0.686,C1,2.0261,0.0256,3.052,-0.53,3.247,1.2189,0.0016,16.457,-0.15,-0.333,2.9147,0.204,-15.051,0.0209,0.0145,-0.000887,-0.0136,0.0616,0.000887,1.39E-06,-0.0209,-8.59,-8.409584628,-8.04,-7.857236164,0.180882123,0.001881713,10.88,-0.04511
2-3-5-6-SHBAI,c1(S)c(S)cc(S)c(S)c1(C#C(I)),I,SH,SH,H,41.8,2.134772901,1.9993,3.592,-1.197,1.2162,16.666,1.113,C1,2.0246,0.0253,3.062,-0.53,1.605,1.218,0.0018,16.503,-0.163,1.52,2.9145,0.204,-15.428,0.0209,0.0145,-0.000888,-0.0136,0.0616,0.000888,3.65E-07,-0.0209,-8.57,-8.340193373,-8,-7.765297391,0.232755824,0.001946785,10.91,-0.04516
2-4-6_BH2_3-5_CNBAI,c1(B)c(C#N)c(B)c(C#N)c(B)c1(C#C(I)),I,BH2,CN,BH2,44.2,2.134198653,1.9946,3.609,-6.779,1.2137,16.862,6.625,C1,2.0233,0.0287,3.003,-0.606,-3.561,1.2185,0.0048,16.314,-0.548,6.261,2.8918,0.219,-15.744,0.0219,0.0152,-0.000802,-0.0144,0.0639,0.000802,1.44E-06,-0.0219,-9.3,-8.369851982,-8.72,-7.786609174,0.931724851,0.001665975,0.35,-0.04859
2-4-6_BH2_3-5_FBAI,c1(B)c(F)c(B)c(F)c(B)c1(C#C(I)),I,BH2,F,BH2,39.6,2.137948709,1.9951,3.614,-5.622,1.2135,16.89,5.755,C1,2.0187,0.0236,3.11,-0.504,-3.597,1.2157,0.0022,16.674,-0.216,6.73,2.928,0.197,-15.093,0.0204,0.0142,-0.000927,-0.0132,0.0603,0.000927,5.26E-07,-0.0204,-8.23,-8.071936827,-7.66,-7.499323996,0.158518312,0.002157691,10.4,-0.04275
2-4-6_BH2_3-5_NO2BAI,c1(B)c(N(=O)=O)c(B)c(N(=O)=O)c(B)c1(C#C(I)),I,BH2,NO2,BH2,40.3,2.136947103,1.9977,3.595,-3.338,1.2137,16.905,3.133,C1,2.0226,0.0249,3.071,-0.524,-0.889,1.2158,0.0021,16.698,-0.207,3.754,2.9192,0.202,-15.27,0.0207,0.0144,-0.000902,-0.0135,0.0612,0.000902,2.51E-06,-0.0207,-8.42,-8.240927645,-7.85,-7.668063849,0.179724996,0.002211155,10.68,-0.04421
2-4-6_NH2_3-5_CNBAI,c1(N)c(C#N)c(N)c(C#N)c(N)c1(C#C(I)),I,NH2,CN,NH2,39.9,2.140023312,2.0013,3.588,2.733,1.2177,16.512,-2.732,C1,2.0254,0.0241,3.094,-0.494,5.454,1.2191,0.0014,16.394,-0.118,-2.338,2.9334,0.193,-15.264,0.0201,0.014,-0.000939,-0.0131,0.0598,0.000939,2.78E-07,-0.0201,-8.09,-7.928607382,-7.53,-7.370013441,0.158040778,0.001945781,,-0.04175
2-4-6_NH2_3-5_FBAI,c1(N)c(F)c(N)c(F)c(N)c1(C#C(I)),I,NH2,F,NH2,34.1,2.145043501,2.0009,3.599,3.132,1.2175,16.527,-2.907,C1,2.0231,0.0222,3.149,-0.45,5.552,1.2188,0.0013,16.421,-0.106,-2.455,2.9574,0.182,-14.842,0.0192,0.0134,-0.000999,-0.0124,0.0575,0.000999,9.46E-07,-0.0192,-7.35,-7.198723472,-6.82,-6.672626319,0.144447667,0.002926014,9.51,-0.03845
2-4-6_NH2_3-5_NO2BAI,c1(N)c(N(=O)=O)c(N)c(N(=O)=O)c(N)c1(C#C(I)),I,NH2,NO2,NH2,42,2.137621923,2.0014,3.583,2.253,1.218,16.488,-2.384,C1,2.0265,0.0251,3.065,-0.518,5.103,1.2194,0.0014,16.368,-0.12,-2.013,2.921,0.2,-15.434,0.0206,0.0143,-0.000904,-0.0134,0.061,0.000904,8.22E-07,-0.0206,-8.43,-8.258152781,-7.88,-7.703749022,0.174497842,0.001753136,,-0.04285
2-4-6_OH_3-5_CNBAI,c1(O)c(C#N)c(O)c(C#N)c(O)c1(C#C(I)),I,OH,CN,OH,49.5,2.127526087,1.9997,3.57,-0.684,1.2174,16.583,-0.095,C1,2.0286,0.0289,2.962,-0.608,2.461,1.2192,0.0018,16.416,-0.167,0.309,2.8804,0.224,-15.73,0.0223,0.0155,-0.000756,-0.0148,0.065,0.000756,4.03E-07,-0.0223,-9.7,-9.470444659,-9.11,-8.881849657,0.226807034,0.00134331,12.16,-0.05126
2-4-6_OH_3-5_FBAI,c1(O)c(F)c(O)c(F)c(O)c1(C#C(I)),I,OH,F,OH,43.1,2.133842751,2.0002,3.583,0.773,1.2178,16.552,-1.187,C1,2.0263,0.0261,3.039,-0.544,3.62,1.2194,0.0016,16.406,-0.146,-0.813,2.9089,0.207,-15.181,0.0211,0.0147,-0.000869,-0.0138,0.0622,0.000869,2.45E-07,-0.0211,-8.75,-8.562005431,-8.19,-7.998403842,0.189564345,0.002031813,11.08,-0.04605
2-4-6_SH_3-5_CNBAI,c1(S)c(C#N)c(S)c(C#N)c(S)c1(C#C(I)),I,SH,CN,SH,47.6,2.129741026,1.9989,3.583,-2.031,1.2163,16.655,1.528,C1,2.0267,0.0278,2.995,-0.588,0.957,1.2182,0.0019,16.475,-0.18,2.052,2.889,0.22,-15.978,0.022,0.0153,-0.000792,-0.0145,0.0642,0.000792,4.17E-07,-0.022,-9.42,-9.213454419,-8.84,-8.630713408,0.207925273,0.001361319,,-0.04904
2-4-6_SH_3-5_FBAI,c1(S)c(F)c(S)c(F)c(S)c1(C#C(I)),I,SH,F,SH,42.3,2.134616087,1.9991,3.593,-1.01,1.2162,16.669,0.748,C1,2.0247,0.0256,3.055,-0.538,1.732,1.218,0.0018,16.505,-0.164,1.264,2.9117,0.206,-15.496,0.021,0.0146,-0.000878,-0.0137,0.0619,0.000878,2.39E-06,-0.021,-8.66,-8.476168407,-8.09,-7.909716332,0.178382125,0.001901542,11.01,-0.04561
2-4-6-BH2BAI,c1(B)cc(B)cc(B)c1(C#C(I)),I,BH2,H,BH2,36.6,2.141017159,1.996,3.615,-4.349,1.214,16.859,4.731,C1,2.0184,0.0224,3.141,-0.474,-2.378,1.216,0.002,16.66,-0.199,5.677,2.9427,0.189,-14.989,0.0198,0.0138,-0.000967,-0.0128,0.0589,0.000967,5.62E-07,-0.0198,-7.79,-7.644457275,-7.23,-7.085337411,0.142095134,0.002567455,9.92,-0.04047
2-4-6-ClBAI,c1(Cl)cc(Cl)cc(Cl)c1(C#C(I)),I,Cl,H,Cl,37,2.139262792,1.9966,3.613,-2.864,1.2127,16.999,2.728,C1,2.02,0.0234,3.121,-0.492,-0.507,1.2146,0.0019,16.818,-0.181,3.335,2.9363,0.192,-14.894,0.020008995,0.013936095,-0.000951891,-0.012984204,0.059551984,0.000951891,7.26E-07,-0.020008995,-7.91,-7.754488556,-7.34,-7.189309743,0.14794164,0.002748617,10.11,-0.04128
2-4-6-CN-3-5-CF3BAI,c1(C#N)c(C(F)(F)F)c(C#N)c(C(F)(F)F)c(C#N)c1(C#C(I)),I,CN,CF3,CN,48.6,2.125282292,1.9913,3.605,-9.95,1.2135,16.873,8.495,C1,2.0204,0.0291,2.955,-0.65,-7.603,1.2162,0.0027,16.601,-0.272,9.586,2.867,0.232,-15.795,0.022946784,0.015922801,-0.000699591,-0.01522321,0.066489646,0.000699591,1.86E-06,-0.022946784,-10.05,-9.816980506,-9.43,-9.19390683,0.234186545,0.001906625,0.06,-0.05314
2-4-6-CN-3-5-NO2BAI,c1(C#N)c(N(=O)=O)c(C#N)c(N(=O)=O)c(C#N)c1(C#C(I)),I,CN,NO2,CN,52.4,2.121165507,1.9902,3.604,-11.364,1.2141,16.819,9.574,C1,2.0209,0.0307,2.91,-0.694,-9.015,1.217,0.0029,16.525,-0.294,10.793,2.8508,0.238,-16.025,0.023716166,0.016425175,-0.000613407,-0.015811768,0.068154423,0.000613407,9.53E-07,-0.023716166,-10.65,-10.3830129,-10.02,-9.755458749,0.262976681,0.001564569,62.25,-0.05612
2-4-6-CNBAI,c1(C#N)cc(C#N)cc(C#N)c1(C#C(I)),I,CN,H,CN,44.7,2.128992303,1.9929,3.606,-7.97,1.2135,16.896,6.931,C1,2.0203,0.0274,3.005,-0.601,-5.644,1.216,0.0025,16.65,-0.246,7.897,2.8859,0.223,-15.466,0.022090846,0.015355902,-0.000787371,-0.014568531,0.064573158,0.000787371,2.54E-06,-0.022090846,-9.4,-9.191819146,-8.79,-8.583689121,0.204094327,0.002216552,11.82,-0.04963
2-4-6-F-3-5-CF3BAI,c1(F)c(C(F)(F)F)c(F)c(C(F)(F)F)c(F)c1(C#C(I)),I,F,CF3,F,42.4,2.133694955,1.9964,3.601,-3.825,1.2122,17.068,3.255,C1,2.0222,0.0258,3.052,-0.549,-1.237,1.2142,0.002,16.869,-0.199,3.828,2.9088,0.208,-15.022,0.021111012,0.014689368,-0.000870783,-0.013818585,0.062240659,0.000870783,3.04E-06,-0.021111012,-8.74,-8.555949964,-8.16,-7.975846607,0.182040506,0.002112887,10.99,-0.04573
2-4-6-F-3-5-NO2BAI,c1(F)c(N(=O)=O)c(F)c(N(=O)=O)c(F)c1(C#C(I)),I,F,NO2,F,45.9,2.129915313,1.9956,3.599,-4.988,1.2123,17.056,4.188,C1,2.023,0.0274,3.013,-0.586,-2.315,1.2145,0.0022,16.842,-0.214,4.825,2.8928,0.218,-15.273,0.021794315,0.015145966,-0.000810167,-0.014335799,0.063824591,0.000810167,1.06E-06,-0.021794315,-9.26,-9.055949534,-8.68,-8.477692443,0.200545761,0.001761796,11.57,-0.04854
2-4-6-FBAI,c1(F)cc(F)cc(F)c1(C#C(I)),I,F,H,F,36.1,2.139657257,1.9976,3.609,-1.605,1.2125,17.047,1.473,C1,2.0208,0.0232,3.126,-0.483,0.82,1.2142,0.0017,16.877,-0.17,1.939,2.9408,0.19,-14.56,0.019828162,0.013813599,-0.000964408,-0.012849191,0.059112067,0.000964408,1.48E-06,-0.019828162,-7.76,-7.611025451,-7.21,-7.060558613,0.146451305,0.002990083,9.92,-0.04058
2-4-6-NH2BAI,c1(N)cc(N)cc(N)c1(C#C(I)),I,NH2,H,NH2,30.8,2.148733743,2.0016,3.6,4.419,1.2183,16.444,-3.935,C1,2.0225,0.0209,3.182,-0.418,6.765,1.2194,0.0011,16.356,-0.088,-3.521,2.9741,0.177,-14.741,0.0186,0.013,-0.00103,-0.0119,0.0559,0.00103,7.14E-07,-0.0186,-6.88,-6.742706671,-6.35,-6.215902412,0.130563392,0.003534196,9.02,-0.03609
2-4-6-OHBAI,c1(O)cc(O)cc(O)c1(C#C(I)),I,OH,H,OH,39.2,2.138038044,2.0008,3.587,2.037,1.2183,16.491,-2.19,C1,2.0253,0.0245,3.082,-0.505,4.771,1.2198,0.0015,16.364,-0.127,-1.849,2.9273,0.196,-14.997,0.0204,0.0142,-0.000926,-0.0132,0.0604,0.000926,5.69E-07,-0.0204,-8.18,-8.006985828,-7.63,-7.459901188,0.167760272,0.00233854,10.44,-0.04299
2-4-6-SHBAI,c1(S)cc(S)cc(S)c1(C#C(I)),I,SH,H,SH,39.4,2.137555887,1.9997,3.595,0.061,1.2164,16.638,-0.097,C1,2.0241,0.0244,3.087,-0.508,2.736,1.2181,0.0017,16.488,-0.15,0.37,2.9261,0.197,-15.34,0.0204,0.0142,-0.000922,-0.0133,0.0605,0.000922,1.87E-06,-0.0204,-8.22,-8.053879613,-7.66,-7.496782457,0.160968737,0.002248806,10.52,-0.04326
2-6_NH2_3-4-5_CNBAI,c1(N)c(C#N)c(C#N)c(C#N)c(N)c1(C#C(I)),I,NH2,CN,CN,48,2.132282919,2.0001,3.576,-0.979,1.2168,16.618,0.523,C1,2.0272,0.0271,3.006,-0.57,1.905,1.2186,0.0018,16.454,-0.164,1.073,2.8969,0.215,-15.689,0.0216,0.015,-0.00082,-0.0142,0.0634,0.00082,1.10E-06,-0.0216,-9.25,-9.049847632,-8.67,-8.473394873,0.195456032,0.001149095,,-0.04801
2-6_NH2_3-4-5_FBAI,c1(N)c(F)c(F)c(F)c(N)c1(C#C(I)),I,NH2,F,F,38.7,2.139861078,2.0006,3.593,1.187,1.2167,16.627,-1.196,C1,2.0243,0.0237,3.107,-0.486,3.778,1.2182,0.0015,16.496,-0.131,-0.83,2.9377,0.191,-14.767,0.02,0.0139,-0.000952,-0.0129,0.0594,0.000952,4.01E-07,-0.02,-7.93,-7.774022927,-7.39,-7.229287852,0.158464974,0.002247174,10.12,-0.04145
2-6_NH2_3-5_CN_4_NO2BAI,c1(N)c(C#N)c(N(=O)=O)c(C#N)c(N)c1(C#C(I)),I,NH2,CN,NO2,48.2,2.131396669,2.0001,3.575,-1.198,1.2167,16.629,0.713,C1,2.0273,0.0272,3.002,-0.573,1.665,1.2185,0.0018,16.462,-0.167,1.269,2.8952,0.216,-15.631,0.0217,0.0151,-0.000813,-0.0143,0.0635,0.000813,4.18E-07,-0.0217,-9.3,-9.097409087,-8.72,-8.519338338,0.19951037,0.001151292,,-0.04832
2-6_NH2_3-5_F_4_NO2BAI,c1(N)c(F)c(N(=O)=O)c(F)c(N)c1(C#C(I)),I,NH2,F,NO2,43.1,2.135850897,1.9999,3.587,-0.632,1.2163,16.669,0.395,C1,2.0251,0.0252,3.06,-0.527,2.001,1.218,0.0017,16.515,-0.154,0.944,2.917,0.203,-15.192,0.0208,0.0145,-0.000891,-0.0136,0.0614,0.000891,4.09E-07,-0.0208,-8.57,-8.388637107,-8.02,-7.837540004,0.180779212,0.001680784,10.82,-0.0448
2-6_NH2_3-5_NO2_4_CNBAI,c1(N)c(N(=O)=O)c(C#N)c(N(=O)=O)c(N)c1(C#C(I)),I,NH2,NO2,CN,48.9,2.13070498,2,3.574,-1.281,1.217,16.603,0.743,C1,2.0277,0.0277,2.991,-0.583,1.649,1.2188,0.0018,16.438,-0.165,1.303,2.891,0.219,-15.794,0.0219,0.0152,-0.000796,-0.0144,0.064,0.000796,1.87E-06,-0.0219,-9.42,-9.212663756,-8.84,-8.632114323,0.20675183,0.001133847,11.78,-0.04948
2-6_NH2_3-5_NO2_4_FBAI,c1(N)c(N(=O)=O)c(F)c(N(=O)=O)c(N)c1(C#C(I)),I,NH2,NO2,F,45.7,2.13390856,2.0008,3.578,0.327,1.2171,16.593,-0.656,C1,2.0272,0.0264,3.028,-0.55,3.27,1.2187,0.0016,16.448,-0.145,-0.303,2.9056,0.209,-15.383,0.0213,0.0148,-0.000853,-0.0139,0.0625,0.000853,2.88E-07,-0.0213,-8.94,-8.743023096,-8.37,-8.177492761,0.191114293,0.001392946,11.24,-0.04685
2-6_OH_3-5_BH2_4_CNBAI,c1(O)c(B)c(C#N)c(B)c(O)c1(C#C(I)),I,OH,BH2,CN,48.6,2.129009216,1.9999,3.569,-1.074,1.2175,16.578,0.461,C1,2.0282,0.0283,2.972,-0.597,2.007,1.2193,0.0018,16.41,-0.168,0.929,2.8846,0.222,-15.81,0.0222,0.0154,-0.000773,-0.0146,0.0646,0.000773,2.66E-06,-0.0222,-9.56,-9.344485305,-8.97,-8.751187375,0.217421374,0.001391251,11.99,-0.0505
2-6_OH_3-5_BH2_4_FBAI,c1(O)c(B)c(F)c(B)c(O)c1(C#C(I)),I,OH,BH2,F,45,2.132250313,2.0005,3.574,0.447,1.2178,16.548,-0.874,C1,2.0274,0.0269,3.014,-0.56,3.454,1.2195,0.0017,16.4,-0.148,-0.541,2.9002,0.213,-15.418,0.0215,0.0149,-0.000837,-0.0141,0.0631,0.000837,9.72E-07,-0.0215,-9.03,-8.832884967,-8.45,-8.248754001,0.199538608,0.001707391,11.4,-0.04761
2-6_OH_3-5_BH2_4_NO2BAI,c1(O)c(B)c(N(=O)=O)c(B)c(O)c1(C#C(I)),I,OH,BH2,NO2,48.6,2.128962814,2.0001,3.568,-0.834,1.2175,16.591,0.233,C1,2.0284,0.0283,2.973,-0.595,2.288,1.2192,0.0017,16.425,-0.166,0.618,2.885,0.222,-15.678,0.0221,0.0154,-0.000775,-0.0146,0.0646,0.000775,8.65E-07,-0.0221,-9.55,-9.330974398,-8.96,-8.739452374,0.219138868,0.001408759,11.98,-0.05044
2-6_OH_3-5_CN_4_NO2BAI,c1(O)c(C#N)c(N(=O)=O)c(C#N)c(O)c1(C#C(I)),I,OH,CN,NO2,55.4,2.121725079,1.9987,3.56,-3.488,1.2169,16.644,2.365,C1,2.0303,0.0316,2.882,-0.678,-0.216,1.2191,0.0022,16.439,-0.205,2.898,2.8533,0.236,-16.037,0.0236,0.0163,-0.000619,-0.0157,0.0678,0.000619,1.55E-06,-0.0236,-10.65,-10.37912862,-10.05,-9.779022008,0.269942037,0.001035955,13.27,-0.05666
2-6_OH_3-5_F_4_NO2BAI,c1(O)c(F)c(N(=O)=O)c(F)c(O)c1(C#C(I)),I,OH,F,NO2,50.2,2.126322204,1.9991,3.572,-2.228,1.2169,16.653,1.445,C1,2.0282,0.0291,2.957,-0.615,0.799,1.2189,0.002,16.468,-0.185,1.941,2.8774,0.226,-15.598,0.0225,0.0156,-0.000742,-0.0149,0.0653,0.000742,6.96E-07,-0.0225,-9.81,-9.57154899,-9.22,-8.986250766,0.232442069,0.001307165,12.27,-0.0518
